customerId,comment,lastOrder,CurrentData,Churn?
49,"Vinham seis cubinhos de carne de porco o que è dose para crianças  e o resto de batatas,",2024-01-26,27/01/2024,FALSE
50,A comida chegou fria,2024-01-26,27/01/2024,FALSE
51,Porção maior.,2024-01-26,27/01/2024,FALSE
52,"O Prato foi trocado, veio uma jardineira no seu lugar.",2024-01-26,27/01/2024,FALSE
53,Muito gorduroso,2024-01-26,27/01/2024,FALSE
54,Pouca quantidade de peças,2024-01-26,27/01/2024,FALSE
55,Sabe muito a pepino!,2024-01-26,27/01/2024,FALSE
56,I personally just need bigger portions 😅,2024-01-26,27/01/2024,FALSE
57,Comida fria e pouca porção para o valor que é.,2024-01-26,27/01/2024,FALSE
58,Ossos do frango,2024-01-26,27/01/2024,FALSE
59,Fria e mal acondicionada batatas moles,2024-01-26,27/01/2024,FALSE
60,A quantidade de filetes era  boa mas o acompanhamento de salada russa quase que nem existia. Servir com este tipo de quantidades não devia ser permitido.,2024-01-26,27/01/2024,FALSE
61,Alface pouco saborosa,2024-01-26,27/01/2024,FALSE
62,"A quantidade é demasiado pouca para o preço, não sacia.",2024-01-26,27/01/2024,FALSE
63,tinha um pouco de gordura a mais,2024-01-26,27/01/2024,FALSE
64,sem sabor,2024-01-26,27/01/2024,FALSE
65,Não gostei tanto do sabor,2024-01-26,27/01/2024,FALSE
66,Foi-me dada a refeição errada e a sopa entornou-se (o valor da sopa foi devolvido),2024-01-26,27/01/2024,FALSE
67,Menos comida do que é habitual e muito pouco feijão,2024-01-26,27/01/2024,FALSE
68,Chegou mais de 1 hora atrasado,2024-01-26,27/01/2024,FALSE
69,pouca quantidade,2024-01-26,27/01/2024,FALSE
70,Muito seco.,2024-01-26,27/01/2024,FALSE
71,A carne tinha muita gordura... demasiado enjoativo,2024-01-26,27/01/2024,FALSE
72,O prato praticamente só tinha batatas e as poucas lulas que tinha estavam intragaveis.,2024-01-26,27/01/2024,FALSE
73,It should arrive for 12h,2024-01-26,27/01/2024,FALSE
74,0 salmão,2024-01-26,27/01/2024,FALSE
75,"pouco penne (quantidade muito inferior à vossa oferta normal), qualidade de massa sofrível, e sabor e consistência do prato pouco agradável. Sou cliente regular e este foi o prato de que menos gostei até hoje.",2024-01-26,27/01/2024,FALSE
76,Embora o prato estivesse bastante bom a porção era muito pequena para um almoço.,2024-01-26,27/01/2024,FALSE
77,"A salada tinha pouco condimento. era sobretudo massa, um pouco de pimento e tomate e pouquíssimo presunto. Pelo preço soube realmente a pouco...",2024-01-26,27/01/2024,FALSE
78,"O pao estava todo molhado, o papel todo destruido da caixa",2024-01-26,27/01/2024,FALSE
79,the taste,2024-01-26,27/01/2024,FALSE
80,Eram muito pequenos em relação ao preço,2024-01-26,27/01/2024,FALSE
81,Bof bof,2024-01-26,27/01/2024,FALSE
82,Textura desagradável e sabor neutro,2024-01-26,27/01/2024,FALSE
83,Would have been amazing to have some parmigiano with the pasta :),2024-01-26,27/01/2024,FALSE
84,Too less salads un the plate,2024-01-26,27/01/2024,FALSE
85,Delivery came 30 minutes later than said in app,2024-01-26,27/01/2024,FALSE
86,Muito tempo,2024-01-26,27/01/2024,FALSE
87,É pouca quantidade.,2024-01-26,27/01/2024,FALSE
88,Não era muito bom,2024-01-26,27/01/2024,FALSE
89,Molho à parte para não empapar o resto da comida,2024-01-26,27/01/2024,FALSE
90,No name on the delivery,2024-01-26,27/01/2024,FALSE
91,Confusion during delivery,2024-01-26,27/01/2024,FALSE
92,Extremely small portion,2024-01-26,27/01/2024,FALSE
93,A qualidade da carne é horrível,2024-01-26,27/01/2024,FALSE
94,Massa muito cozida. Prato francamente mau.,2024-01-26,27/01/2024,FALSE
95,As batatas estavam rijas,2024-01-26,27/01/2024,FALSE
96,Porem pessoas a entregar que não falam português,2024-01-26,27/01/2024,FALSE
97,Comida completamente diferente das imagens e sem a qualidade habitual. Foi diretamente para o lixo.,2024-01-26,27/01/2024,FALSE
98,"O Bife tinha pouco molho, a carne tinha alguns nervos.",2024-01-26,27/01/2024,FALSE
99,molho com pouco sabor,2024-01-26,27/01/2024,FALSE
100,A papaia tinha bolor.,2024-01-26,27/01/2024,FALSE
101,O pão desta vez não era o pão escuro (como mostra na imagem) e tornava o hamburguer mais seco. Já provei noutro dia com o pão escuro e ficava bem melhor. A quantidade de batatas é reduzida.,2024-01-26,27/01/2024,FALSE
102,A papaia estava estragada. A minha e a dos meus colegas foi deitada para o lixo.,2024-01-26,27/01/2024,FALSE
103,"Sem molho, frango sem sabor",2024-01-26,27/01/2024,FALSE
104,As coxas de frango não eram do meu agrado,2024-01-26,27/01/2024,FALSE
105,"Arroz sem sal nenhum, muito mau",2024-01-26,27/01/2024,FALSE
106,As batatas estavam duras,2024-01-26,27/01/2024,FALSE
107,Atraso,2024-01-26,27/01/2024,FALSE
108,"Não entendo como é que o meu pedido, feito muito cedo (antes das 8h), consegui ser entregue depois de um outro pedido por um colega meu cerca de 2 horas depois e para o mesmo prato, para a mesma morada. Ambos foram entregues por diferentes estafetas e a horas diferentes ?!?!",2024-01-26,27/01/2024,FALSE
109,O abacaxi estava azedo e negro.,2024-01-26,27/01/2024,FALSE
110,Quantidade de batatas fritas era irrisória,2024-01-26,27/01/2024,FALSE
111,Nada a referir.,2024-01-26,27/01/2024,FALSE
112,Nao foram entregues todos os artigos,2024-01-26,27/01/2024,FALSE
113,N,2024-01-26,27/01/2024,FALSE
114,"O poké só não leva 5 estrelas porque o abacate não estava muito bonito e não sabia muito bem, mas no todo é um prato que deveriam ter disponível mais vezes.",2024-01-26,27/01/2024,FALSE
115,Tempo de espera superior a 25m,2024-01-26,27/01/2024,FALSE
116,Bife com muito nervo,2024-01-26,27/01/2024,FALSE
117,Muito pouca quantidade,2024-01-26,27/01/2024,FALSE
118,Um dos pratos do pedido estava errado.,2024-01-26,27/01/2024,FALSE
119,Achei o peru salgado,2024-01-26,27/01/2024,FALSE
120,A carne precisava de mais sabor,2024-01-26,27/01/2024,FALSE
121,O prato só tinha arroz e legumes.,2024-01-26,27/01/2024,FALSE
122,That's definitely not my dish and same for the spouse. Combination of tastes is so weird.,2024-01-26,27/01/2024,FALSE
123,Batatas moles hamburguer sem sem grande sabor,2024-01-26,27/01/2024,FALSE
124,As doses podiam ser um pouco mais bem servidas para o valor pago.,2024-01-26,27/01/2024,FALSE
125,Não entregaram a encomenda de almoço,2024-01-26,27/01/2024,FALSE
126,Descrição nutricional da sopa em falta,2024-01-26,27/01/2024,FALSE
127,"Sem sabor, peixe e marisco mal cozinhados",2024-01-26,27/01/2024,FALSE
128,Prato Desinteressante e mal servido,2024-01-26,27/01/2024,FALSE
129,Demora na entrega,2024-01-26,27/01/2024,FALSE
130,Demora,2024-01-26,27/01/2024,FALSE
131,Comida sem sabor,2024-01-26,27/01/2024,FALSE
132,a repetir!!,2024-01-26,27/01/2024,FALSE
133,tudo,2024-01-26,27/01/2024,FALSE
134,"Batatas algo secas, gorduroso",2024-01-26,27/01/2024,FALSE
135,Desta vez o salmão não parecia muito fresco,2024-01-26,27/01/2024,FALSE
136,Não recebi o meu pedido.,2024-01-26,27/01/2024,FALSE
137,Puré mto líquido,2024-01-26,27/01/2024,FALSE
138,vinha frio e cru,2024-01-26,27/01/2024,FALSE
139,Não colocar as coves de buchelas não combina com o prato por mais cogumelos e cenouras,2024-01-26,27/01/2024,FALSE
140,Top,2024-01-26,27/01/2024,FALSE
141,"A carne estava mal passada, muito salgada e a qualidade do prato em geral não era boa.",2024-01-26,27/01/2024,FALSE
142,Late delivery.,2024-01-26,27/01/2024,FALSE
143,Muito pouco bacalhau e muitas batatas…,2024-01-26,27/01/2024,FALSE
144,O tempo de entrega mais demorado que o costume e os pratos não tinham praticamente bacalhau!!!,2024-01-26,27/01/2024,FALSE
145,Muito gorduroso,2024-01-26,27/01/2024,FALSE
146,O estafeta deixou a porta do prédio aberta,2024-01-26,27/01/2024,FALSE
147,Não trazia quase molho nenhum,2024-01-26,27/01/2024,FALSE
148,Entrega atrasada,2024-01-26,27/01/2024,FALSE
149,hoje estavam ambos particularmente bons. Obrigado,2024-01-26,27/01/2024,FALSE
150,Os almoços só forma entregues praticamente às 13 he 45 mn. Depois de eu reclamar. Já nem tive tempo de almoçar. Comi frio ao jantar.,2024-01-26,27/01/2024,FALSE
151,Confirmem o nome e apelido do destinatário,2024-01-26,27/01/2024,FALSE
152,"Muito picante. Se apenas apresentam uma opção vegg, pelo menos não a tornem picante. Nem todas as pessoas vegan ou vegetarianas gostam de picante, ou podem ingerir. SE o querem fazer, metam mais do que uma opção. Ou então enviem o molho à parte.",2024-01-26,27/01/2024,FALSE
153,"Estava bom, no entanto, preferia que não tivesse o gengibre, pois o sabor apoderou-se do prato todo.",2024-01-26,27/01/2024,FALSE
154,just have a really small portion of bacalhau. Less that 30gr for sure.,2024-01-26,27/01/2024,FALSE
155,"A entrega chegou muito atrasada, estava a sair de casa para um compromisso e vi o estafeta à porta. Por um minuto consegui receber o almoço. O rapaz foi muito simpático mas realmente o atraso foi enorme.",2024-01-26,27/01/2024,FALSE
156,Entregaram o almoço pouco faltava para as 14h,2024-01-26,27/01/2024,FALSE
157,Não recebi o que foi pedido.,2024-01-26,27/01/2024,FALSE
158,"Tudo, o estafeta não achava o sítio, tive de ficar 10 minutos para ajudá-lo e ainda me entrou o pedido errado",2024-01-26,27/01/2024,FALSE
159,nao,2024-01-26,27/01/2024,FALSE
160,Para já não,2024-01-26,27/01/2024,FALSE
161,Muito bom,2024-01-26,27/01/2024,FALSE
162,sabor e qualidade da massa,2024-01-26,27/01/2024,FALSE
163,"Estava um pouco líquido, o molho.",2024-01-26,27/01/2024,FALSE
164,"Dose pequena, frango seco e pouco saboroso.",2024-01-26,27/01/2024,FALSE
165,"Foi entregue outro prato, sem garfo e faca, só colher",2024-01-26,27/01/2024,FALSE
166,"Dose de bacalhau pequena, 1/4 de lombo e acompanhamento de massa de canja.",2024-01-26,27/01/2024,FALSE
167,"Infelizmente os pratos estão cada vez com mais hidratos (massa e/ou arroz) e menos do resto.. legumes e proteína, preferia pagar um pouco mais e não ter a sensação de me estar a encher de hidratos..",2024-01-26,27/01/2024,FALSE
168,Uma hora de atraso!,2024-01-26,27/01/2024,FALSE
169,Really good. I would only ease a little bit on the onion,2024-01-26,27/01/2024,FALSE
170,Atraso na entrega,2024-01-26,27/01/2024,FALSE
171,Chicken is too bad!!!!,2024-01-26,27/01/2024,FALSE
172,"Não era um brownie, era simplesmente bolo de chocolate...",2024-01-26,27/01/2024,FALSE
173,Pouco peixe,2024-01-26,27/01/2024,FALSE
174,"Não gostei do prato em si, muito molho de tomate e poucos legumes",2024-01-26,27/01/2024,FALSE
175,"Mais sal na bolonhesa para a próxima, os rolinhos precisam de ser um pouco mais crocantes, idem para o brownie.",2024-01-26,27/01/2024,FALSE
176,Atraso e pedidos em falta,2024-01-26,27/01/2024,FALSE
177,Não viu bem a morada e tentou entregar no andar errado,2024-01-26,27/01/2024,FALSE
178,"o molho de soja entornou dentro da caixa e eu não pretendia consumir o molho. Além disso, preferia que o arroz viesse com um pouco de sal, para quem não quer acrescentar o molho de soja.",2024-01-26,27/01/2024,FALSE
179,trocaram o pedido,2024-01-26,27/01/2024,FALSE
180,"O sabor era bom, mas tinha muito cuscuz, pouco funcho e quase nenhum queijo de cabra (apenas dois ou três pedacinhos). :(",2024-01-26,27/01/2024,FALSE
181,"Não recebi a sopa, o estafeta derramou a sopa por cima da outra embalagem e disse que vinha trazer uma sopa durante a tarde e não apareceu.",2024-01-26,27/01/2024,FALSE
182,"Pouco sabor, salmão muito seco e courgette crua a não ligar com o puré",2024-01-26,27/01/2024,FALSE
183,"Das últimas duas vezes que encomendei este prato, as batatas vinham muito mal cozidas",2024-01-26,27/01/2024,FALSE
184,Sumo sem consistência. Estava à espera que fosse mais encorpado.,2024-01-26,27/01/2024,FALSE
185,Uma hora de atraso é muito! Estafeta andou perdido à procura do prédio...,2024-01-26,27/01/2024,FALSE
186,Não gostei o frango não tinha muito sabor e o arroz vinha mal cozido.,2024-01-26,27/01/2024,FALSE
187,Minha sobremesa,2024-01-26,27/01/2024,FALSE
188,Queria mais qdade!! Brinco: tudo óptimo!!,2024-01-26,27/01/2024,FALSE
189,Entrega errada.,2024-01-26,27/01/2024,FALSE
190,NA,2024-01-26,27/01/2024,FALSE
191,Tudo,2024-01-26,27/01/2024,FALSE
192,"entregue às 13:46, completamente fora do que esperava",2024-01-26,27/01/2024,FALSE
193,Demasiado tempo,2024-01-26,27/01/2024,FALSE
194,"Pasta was not good, really dry.",2024-01-26,27/01/2024,FALSE
195,nada,2024-01-26,27/01/2024,FALSE
196,Entrega mais de meia hora fora da janela máxima de tempo,2024-01-26,27/01/2024,FALSE
197,quantidade,2024-01-26,27/01/2024,FALSE
198,Sumo estava azedo,2024-01-26,27/01/2024,FALSE
199,comida estava muito salgada,2024-01-26,27/01/2024,FALSE
200,A combinação dos ingredientes,2024-01-26,27/01/2024,FALSE
201,Troca da refeição!,2024-01-26,27/01/2024,FALSE
202,A quantidade de carne podia ser mais 20% por exemplo. As fatias de picanha eram 3 pequenas,2024-01-26,27/01/2024,FALSE
203,Late,2024-01-26,27/01/2024,FALSE
204,A refeição estava demasiado temperada e bastante salgada,2024-01-26,27/01/2024,FALSE
205,Atraso na entrega,2024-01-26,27/01/2024,FALSE
206,Houve um atraso na entrega,2024-01-26,27/01/2024,FALSE
207,"Gosto muito de Empadão. Para mim, talvez um pouco apurado para meu  estômago. Mt Obrig.",2024-01-26,27/01/2024,FALSE
208,Atrasado mais de 45 minutos,2024-01-26,27/01/2024,FALSE
209,O entregador estava confuso e sem cuidado com as quentinhas,2024-01-26,27/01/2024,FALSE
210,Rice was undercooked,2024-01-26,27/01/2024,FALSE
211,Nada,2024-01-26,27/01/2024,FALSE
212,A tempura estava demasiado grossa e pouco crocante,2024-01-26,27/01/2024,FALSE
213,Estava um pouco salgada,2024-01-26,27/01/2024,FALSE
214,"Não gostei do sabor, peças com demasiado arroz",2024-01-26,27/01/2024,FALSE
215,Acho que hoje nada correu bem... Tinha pouco sabor,2024-01-26,27/01/2024,FALSE
216,Pedido incorreto (sem entrada),2024-01-26,27/01/2024,FALSE
217,os croquetes,2024-01-26,27/01/2024,FALSE
218,Demasiado temperado,2024-01-26,27/01/2024,FALSE
219,Demasiado esparguete e pouco salmão,2024-01-26,27/01/2024,FALSE
220,"No suggestions, just to say I am very happy with this service",2024-01-25,27/01/2024,FALSE
221,"Tenho que elogiar o senhor que faz a entrega, que é uma pessoa que veste a camisola do Serviço e que conhece bem o cliente. Um grande Bem-haja. Mais trabalhadores assim por favor.",2024-01-25,27/01/2024,FALSE
222,"Pouca comida, Hambúrguer pequeno, alface antiga",2024-01-25,27/01/2024,FALSE
223,Não é do meu agrado o lombo apresentado.,2024-01-25,27/01/2024,FALSE
224,Pouco saboroso,2024-01-25,27/01/2024,FALSE
225,"pouco sabor, demasiado bambu",2024-01-25,27/01/2024,FALSE
226,Muita batata e pouca carne...,2024-01-25,27/01/2024,FALSE
227,nmr de batatas fritas reduzido,2024-01-25,27/01/2024,FALSE
228,Feijoada sempre otima!,2024-01-25,27/01/2024,FALSE
229,"Principalmente as batatas estavam muito más, foi o pior prato que comi através da . Não volto a pedir este prato.",2024-01-25,27/01/2024,FALSE
230,a cerveja musa nao veio,2024-01-25,27/01/2024,FALSE
231,Batatas muito secas e vinha frio,2024-01-25,27/01/2024,FALSE
232,o arroz estava sem sal e veio pouquíssimo brócolis,2024-01-25,27/01/2024,FALSE
233,"Food wasn't proper for consumption, sauce was foamy as if it was fermenting and the smell was just nauseating.",2024-01-25,27/01/2024,FALSE
234,Da próxima vez coloquem bacalhau.,2024-01-25,27/01/2024,FALSE
235,much fat,2024-01-25,27/01/2024,FALSE
236,"Não tem muito sabor, o arroz com o molho de tomate fica muito insípido",2024-01-25,27/01/2024,FALSE
237,A canja veio em quantidade muito reduzida,2024-01-25,27/01/2024,FALSE
238,Gostei muito desta salada. Boa dose.,2024-01-25,27/01/2024,FALSE
239,Francamente mau. Diria mesmo o pior de sempre. A comida tinha um cheiro e um sabor esquisitos. Tinha bocadinhos de queimado. Enfim. Espero que não me faça mal.,2024-01-25,27/01/2024,FALSE
240,"O almoço chegou muito tarde, depois das 13h30, em vez de perto das 13h, como era previsto.",2024-01-25,27/01/2024,FALSE
241,"Bem, a sopa derramou e fiquei sem a sopa e a sobremesa.",2024-01-25,27/01/2024,FALSE
242,"Pouco molho, frio, muitas batatas e pouco arroz.",2024-01-25,27/01/2024,FALSE
243,"Too liquid sauce, meat's taste was really strong and not fresh",2024-01-25,27/01/2024,FALSE
244,Atraso,2024-01-25,27/01/2024,FALSE
245,estava muito aguado o pure de manga e muito molho na carne,2024-01-25,27/01/2024,FALSE
246,"sendo um dos meus pratos preferidos, hoje caiu por terra !  parecia uma sopa deslavada de carne cozida ensopada de água e bimis a boiar  + uma massa cor de manga sem qualquer sabor.  um flop!!!!  mau de mais",2024-01-25,27/01/2024,FALSE
247,O arroz carolino não cai bem aqui! Grosso e seco não se mistura com o molho. Este tb estava sem grande sabor e insonso,2024-01-25,27/01/2024,FALSE
248,"Mais uma vez pouco sabor tinha, por falta de sal ou outro. Não é preciso ser picante para ter sabor.",2024-01-25,27/01/2024,FALSE
249,A comida além de chegar antes da hora de entrega da minha zona (12h10 vs 12h30) já foi entregue completamente fria.,2024-01-25,27/01/2024,FALSE
250,"Legumes pouco saborosos, pouca carne",2024-01-25,27/01/2024,FALSE
251,Batatas cozinhas frias acho que nao combina bem com o prato. Mais valia ser só cebola e manga.,2024-01-25,27/01/2024,FALSE
252,O estafeta deixou o pedido no contador do gás no lado contrário do prédio. E nós estávamos em casa e com a porta aberta. Até percebermos estivemos 1h a espera do almoco,2024-01-25,27/01/2024,FALSE
253,Lasanha péssima.,2024-01-25,27/01/2024,FALSE
254,"O estafeta veio sem a minha refeição, depois foi bastante atencioso a tentar resolver o problema, contactaram me passado um pouco a dizer que vinham entregar a refeição com uma sobremesa e um sumo de oferta para compensar. Vieram entregar efetivamente a refeição já pelas 14h, mas sem nenhuma oferta.",2024-01-25,27/01/2024,FALSE
255,Too much gas all the time,2024-01-25,27/01/2024,FALSE
256,nada,2024-01-25,27/01/2024,FALSE
257,"Arroz cru, cenoura crua, feijão cru e um camarão....",2024-01-25,27/01/2024,FALSE
258,"A qualidade é boa, mas a quantidade foi manifestamente insuficiente (menos de 250g de comida fornecida).",2024-01-25,27/01/2024,FALSE
259,Foi difícil comunicar com o senhor que fez a entrega e deu origem a mal entendidos.,2024-01-25,27/01/2024,FALSE
260,Mais vezes com cupcakes com os ingredientes deste cupcake de Halloween,2024-01-25,27/01/2024,FALSE
261,Podia estar excelente mas a batata doce estava quase crua,2024-01-25,27/01/2024,FALSE
262,Qualidade,2024-01-25,27/01/2024,FALSE
263,"Chegou 30 min mais cedo que a hora prevista, não foi particularmente simpático no toque da campainha insistente",2024-01-25,27/01/2024,FALSE
264,"O hamburger não estava mal passado, estava cru. Não deu para comer.",2024-01-25,27/01/2024,FALSE
265,Bem confecionado e delicioso :),2024-01-25,27/01/2024,FALSE
266,O molho excessivamente salgado,2024-01-25,27/01/2024,FALSE
267,O prato do panado e noodles é bom mas poderia ter menos gordura.,2024-01-25,27/01/2024,FALSE
268,deveria ter mais carne,2024-01-25,27/01/2024,FALSE
269,Pouca carne e com pouco sal. O sabor do puré de batata não era dos melhores. Má relação qualidade/preco,2024-01-25,27/01/2024,FALSE
270,Copia fraca da salada que existia com uma parceria,2024-01-25,27/01/2024,FALSE
271,Quantidade muito insuficiente,2024-01-25,27/01/2024,FALSE
272,The overall taste felt so cheap and badly balanced. Didn't finish it,2024-01-25,27/01/2024,FALSE
273,"Chegou dentro da janela horária prevista, mas mais tarde do que o habitual",2024-01-25,27/01/2024,FALSE
274,Pouco sabor,2024-01-25,27/01/2024,FALSE
275,Delivery late and not enougth food,2024-01-25,27/01/2024,FALSE
276,Y,2024-01-25,27/01/2024,FALSE
277,"Massa demasiado cozida e frango muito duro, difícil até para cortar.",2024-01-25,27/01/2024,FALSE
278,Almoço veio trocado,2024-01-25,27/01/2024,FALSE
279,"não foi entregue, não foi reembolsado, já contactei o suporte duas vezes para reportar o ocorrido, dizem que vão mandar email mas em duas semanas ainda nada. estão a espera que eu me esqueça do assunto, ou são simplesmente desorganizados.",2024-01-25,27/01/2024,FALSE
280,carne estava pouco temperada,2024-01-25,27/01/2024,FALSE
281,I loved this dish! 😊 only more vegetables would be nice.,2024-01-25,27/01/2024,FALSE
282,Frango estava muito oleoso,2024-01-25,27/01/2024,FALSE
283,ATRASADO,2024-01-25,27/01/2024,FALSE
284,Pouco espinafre,2024-01-25,27/01/2024,FALSE
285,Salada muito pobre sem gosto,2024-01-25,27/01/2024,FALSE
286,Gostava de maior variedade de pratos,2024-01-25,27/01/2024,FALSE
287,não gostei muito,2024-01-25,27/01/2024,FALSE
288,"A carne tinha muitos ossinhos pequeninos, era impossível comer um pedaço de carne sem ter um ou dois ossos pequenos para tirar da boca.",2024-01-25,27/01/2024,FALSE
289,atrasado,2024-01-25,27/01/2024,FALSE
290,-,2024-01-25,27/01/2024,FALSE
291,chegou tarde e completamente frio,2024-01-25,27/01/2024,FALSE
292,Use less plastic and would be the best food delivery ever,2024-01-25,27/01/2024,FALSE
293,"Trazia, muito espaço vazio e 3, sim 3 pedaços de frango, se quiserem tenho fotos.",2024-01-25,27/01/2024,FALSE
294,Arroz um pouco seco.,2024-01-25,27/01/2024,FALSE
295,"O prato principal tinha pouco puré. A carne era muito tenra, mas tinha pouco sabor. Quanto à entrada, os rotolinos estavam muito queimados e a porção era muito pequena para o preço praticado. A descrição dizia que eram de calabresa fumada, mas o recheio era maioritariamente queijo.",2024-01-25,27/01/2024,FALSE
296,Mais quantidade?,2024-01-25,27/01/2024,FALSE
297,Love the food,2024-01-25,27/01/2024,FALSE
298,As batatas vinham cruas é o ketchup devia ser opcional.,2024-01-25,27/01/2024,FALSE
299,Hambúrguer bom mas dose batatas minúscula,2024-01-25,27/01/2024,FALSE
300,O prato era maioritariamente arroz. O salmão estava demasiado seco e sem sabor,2024-01-25,27/01/2024,FALSE
301,Estava picante e não havia indicação e o arroz era branco e não com cominhos como na descrição,2024-01-25,27/01/2024,FALSE
302,Arroz sem sal. O caril não estava bom,2024-01-25,27/01/2024,FALSE
303,"Caixa entregue sem rótulo. Arroz demasiado cozido. Tempero aquém do normal. É um dos meus pratos favoritos mas infelizmente, desta vez, não estava ok",2024-01-25,27/01/2024,FALSE
304,O molho tinha pouco sabor e estava pouco condimentado.,2024-01-25,27/01/2024,FALSE
305,ROSBIFE SUPER SECO,2024-01-25,27/01/2024,FALSE
306,A massa do burrito estava crua,2024-01-25,27/01/2024,FALSE
307,Rice tasted bad,2024-01-25,27/01/2024,FALSE
308,"O salmão vinha mal apresentado, uns bocados muito grandes e mal cortados. O abacate vem escuro. Não me parece um bom prato para delivery...",2024-01-25,27/01/2024,FALSE
309,Não,2024-01-25,27/01/2024,FALSE
310,era uma pasta seca...,2024-01-25,27/01/2024,FALSE
311,"not tasty, very salty",2024-01-25,27/01/2024,FALSE
